matrix_column,stem,benchmark_name,model,agent,score_harbor,score_doc,delta,doc_model_matched,doc_agent_matched,doc_metric_used,primary_metric_json,doc_slice_date,doc_source_url,match_status,alignment_status,alignment_transform,include_in_comparison,alignment_evidence_level,alignment_notes
gaia,gaia,GAIA,gpt-5.4,terminus-2,0.415758,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gpt-5.4,codex,0.758788,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gpt-5-mini,terminus-2,0.255758,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gpt-5-mini,codex,0.695758,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gpt-5-nano,terminus-2,0.163636,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gpt-5-nano,codex,0.435152,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-haiku-4-5-20251001,terminus-2,0.307879,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-haiku-4-5-20251001,claude-code,0.564848,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-sonnet-4-6,terminus-2,0.541212,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-sonnet-4-6,claude-code,,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-opus-4-6,terminus-2,0.61697,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,claude-opus-4-6,claude-code,,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gemini-3.1-pro-preview,terminus-2,0.689697,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gemini-3.1-pro-preview,gemini-cli,0.683636,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gemini-3-flash-preview,terminus-2,0.566061,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia,gaia,GAIA,gemini-3-flash-preview,gemini-cli,,,,,,,accuracy,2025-02-02,https://web.archive.org/web/20250203092408/https://openai.com/index/introducing-deep-research/,no_model_match,direct,identity,True,parity_experiment,"Use validation overall accuracy, matching the Harbor parity subset note."
gaia2,gaia2,GAIA2,gpt-5.4,terminus-2,0.172083,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gpt-5.4,codex,0.220352,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gpt-5-mini,terminus-2,0.0,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gpt-5-mini,codex,0.168367,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gpt-5-nano,terminus-2,0.0,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gpt-5-nano,codex,0.036124,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-haiku-4-5-20251001,terminus-2,0.051408,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-haiku-4-5-20251001,claude-code,0.194827,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-sonnet-4-6,terminus-2,0.329768,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-sonnet-4-6,claude-code,0.387608,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-opus-4-6,terminus-2,0.354882,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,claude-opus-4-6,claude-code,0.355906,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gemini-3.1-pro-preview,terminus-2,0.218348,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gemini-3.1-pro-preview,gemini-cli,0.317823,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gemini-3-flash-preview,terminus-2,0.177042,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gaia2,gaia2,GAIA2,gemini-3-flash-preview,gemini-cli,0.22221,,,,,pass@1 (overall),,,,skipped_metric_alignment_excluded,subset_or_variant,identity,False,manual_review,"Paper metric pass@1 (overall) is a 7-split overall; live CLI leaderboard uses pass@1 (overall, 5-split) with Noise and Agent2Agent dropped. Harbor parity was run on a 100/800 stratified subset, so the Harbor score should not be directly compared to either full paper overall or 5-split leaderboard overall until the target split definition is locked."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5.4,terminus-2,0.766667,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5.4,codex,0.923232,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5-mini,terminus-2,0.788889,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5-mini,codex,0.793939,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5-nano,terminus-2,0.617172,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gpt-5-nano,codex,0.609091,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-haiku-4-5-20251001,terminus-2,0.533333,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-haiku-4-5-20251001,claude-code,0.721212,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-sonnet-4-6,terminus-2,0.819192,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-sonnet-4-6,claude-code,0.853535,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-opus-4-6,terminus-2,0.835354,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,claude-opus-4-6,claude-code,0.889899,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gemini-3.1-pro-preview,terminus-2,0.956566,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gemini-3.1-pro-preview,gemini-cli,0.964646,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gemini-3-flash-preview,terminus-2,0.90303,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gpqa-diamond,gpqa_diamond,GPQA Diamond,gemini-3-flash-preview,gemini-cli,0.675758,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/gpqa,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Diamond set; use the headline accuracy metric, not stderr."
gso,gso,GSO,gpt-5.4,terminus-2,0.152941,0.3137,-0.16075899999999999,GPT-5.4 (xhigh),OpenHands,Opt@1,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,matched_model_agent_mismatch,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gpt-5.4,codex,0.372549,0.3137,0.05884900000000004,GPT-5.4 (xhigh),OpenHands,Opt@1,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,matched_model_agent_mismatch,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gpt-5-mini,terminus-2,0.017647,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gpt-5-mini,codex,0.1,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gpt-5-nano,terminus-2,0.0,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gpt-5-nano,codex,0.009804,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-haiku-4-5-20251001,terminus-2,0.011765,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-haiku-4-5-20251001,claude-code,0.152941,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-sonnet-4-6,terminus-2,0.442157,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-sonnet-4-6,claude-code,0.441176,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-opus-4-6,terminus-2,0.398039,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,claude-opus-4-6,claude-code,0.392157,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gemini-3.1-pro-preview,terminus-2,0.354902,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gemini-3.1-pro-preview,gemini-cli,0.429412,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gemini-3-flash-preview,terminus-2,0.25098,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
gso,gso,GSO,gemini-3-flash-preview,gemini-cli,0.415686,,,,,,Opt@1,2026-03-10,https://gso-bench.github.io/assets/leaderboard.json,no_model_match,direct,identity,True,metric_name_match,"Use Opt@1, not hack-adjusted or Opt@10 variants."
hle,hle,Humanity's Last Exam,gpt-5.4,terminus-2,0.195181,0.3624,-0.167219,gpt-5.4-2026-03-05 (xhigh thinking),,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gpt-5.4,codex,0.508434,0.3624,0.14603400000000005,gpt-5.4-2026-03-05 (xhigh thinking),,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gpt-5-mini,terminus-2,0.134137,0.1944,-0.06026299999999998,gpt-5-mini-2025-08-07,,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gpt-5-mini,codex,0.296386,0.1944,0.101986,gpt-5-mini-2025-08-07,,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gpt-5-nano,terminus-2,0.063454,,,,,,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,no_model_match,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gpt-5-nano,codex,0.114859,,,,,,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,no_model_match,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,claude-haiku-4-5-20251001,terminus-2,0.06747,,,,,,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,no_model_match,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,claude-haiku-4-5-20251001,claude-code,0.109237,,,,,,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,no_model_match,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,claude-sonnet-4-6,terminus-2,0.227309,,,,,,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,no_model_match,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,claude-sonnet-4-6,claude-code,0.317269,,,,,,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,no_model_match,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,claude-opus-4-6,terminus-2,0.354217,0.19,0.164217,claude-opus-4-6 (Non-Thinking),,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,claude-opus-4-6,claude-code,0.384739,0.19,0.194739,claude-opus-4-6 (Non-Thinking),,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gemini-3.1-pro-preview,terminus-2,0.528514,0.4644,0.06411400000000006,gemini-3.1-pro-preview (thinking high),,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gemini-3.1-pro-preview,gemini-cli,0.543775,0.4644,0.07937500000000003,gemini-3.1-pro-preview (thinking high),,accuracy,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,matched_model_only_doc_no_agent,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gemini-3-flash-preview,terminus-2,0.398394,,,,,,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,no_model_match,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
hle,hle,Humanity's Last Exam,gemini-3-flash-preview,gemini-cli,0.270683,,,,,,accuracy,2026-04-20,https://labs.scale.com/leaderboard/humanitys_last_exam,no_model_match,direct,identity,True,metric_name_match,"Use accuracy, not calibration error."
humanevalfix,humanevalfix,HumanEvalFix,gpt-5.4,terminus-2,0.995122,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,gpt-5.4,codex,0.99878,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,gpt-5-mini,terminus-2,0.991463,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,gpt-5-mini,codex,0.996341,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,gpt-5-nano,terminus-2,0.957317,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,gpt-5-nano,codex,0.486585,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,claude-haiku-4-5-20251001,terminus-2,0.915854,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,claude-haiku-4-5-20251001,claude-code,0.993902,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,claude-sonnet-4-6,terminus-2,1.0,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,claude-sonnet-4-6,claude-code,0.997561,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,claude-opus-4-6,terminus-2,1.0,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,claude-opus-4-6,claude-code,1.0,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,gemini-3.1-pro-preview,terminus-2,1.0,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
humanevalfix,humanevalfix,HumanEvalFix,gemini-3.1-pro-preview,gemini-cli,1.0,,,,,,pass@1,2023-08,https://arxiv.org/abs/2308.07124,no_model_match,direct,identity,True,parity_experiment,"Harbor covers the Python subset, so the Python pass@1 metric is the comparable column."
