task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count,is_bounded_score_task,is_reliable_observed_task,is_discriminative_task,is_mix_candidate_pool
gpqa-diamond/150,gpqa-diamond,150,16,0,0.0,0.975,0.0661437827766147,0.8,1.0,0.975,-0.3779644730092272,1.0,-0.0975900174060552,saturated,0,0,True,True,True,True
gpqa-diamond/151,gpqa-diamond,151,16,0,0.0,0.925,0.1391941090707505,0.6,1.0,0.925,-1.499999999999999,2.7838821814150085,-0.1391216962186935,easy,0,0,True,True,True,True
gpqa-diamond/152,gpqa-diamond,152,16,0,0.0,0.8125,0.3199120973017432,0.0,1.0,0.8125,-0.75,1.2796483892069728,0.0100888789822777,easy,0,0,True,True,True,True
gpqa-diamond/153,gpqa-diamond,153,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.2581988897471611,1.0000000000000002,-0.0666664559167817,saturated,0,0,True,True,True,True
gpqa-diamond/154,gpqa-diamond,154,16,0,0.0,0.975,0.0661437827766147,0.8,1.0,0.975,-0.3779644730092272,1.0,-0.0975898203125722,saturated,0,0,True,True,True,True
gpqa-diamond/155,gpqa-diamond,155,16,0,0.0,0.8875,0.2117634293262177,0.2,1.0,0.8875,-0.5625000000000001,1.0588171466310887,0.106687073291493,easy,0,0,True,True,True,True
gpqa-diamond/156,gpqa-diamond,156,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0,True,True,False,True
gpqa-diamond/157,gpqa-diamond,157,16,0,0.0,0.5,0.4415880433163923,0.0,1.0,0.5,0.0999999999999999,0.4415880433163923,0.1754117113887578,medium,0,0,True,True,True,True
gpqa-diamond/158,gpqa-diamond,158,16,0,0.0,0.8625,0.1832859787326897,0.4,1.0,0.8625,-0.6875,0.9164298936634488,0.3697895282123658,easy,0,0,True,True,True,True
gpqa-diamond/159,gpqa-diamond,159,16,0,0.0,0.7875000000000001,0.3199120973017432,0.0,1.0,0.7875000000000001,-0.53125,0.7997802432543579,-0.1715072333870713,easy,0,0,True,True,True,True
gpqa-diamond/16,gpqa-diamond,16,16,0,0.0,0.975,0.0968245836551854,0.6,1.0,0.975,-0.2581988897471611,1.0000000000000002,-0.0666664559167817,saturated,0,0,True,True,True,True
gpqa-diamond/160,gpqa-diamond,160,16,0,0.0,0.075,0.1391941090707505,0.0,0.4,0.075,1.5,2.7838821814150108,-0.2318694686071137,hard,0,0,True,True,True,True
gpqa-diamond/161,gpqa-diamond,161,16,0,0.0,0.975,0.0661437827766147,0.8,1.0,0.975,-0.3779644730092272,1.0,-0.0975898203125722,saturated,0,0,True,True,True,True
gpqa-diamond/162,gpqa-diamond,162,16,0,0.0,0.5625,0.3689088640843426,0.0,1.0,0.5625,-0.0576923076923076,0.5675520985912964,0.113733727192447,medium,0,0,True,True,True,True
gpqa-diamond/163,gpqa-diamond,163,16,0,0.0,0.9375,0.1363589014329464,0.6,1.0,0.9375,-0.4583492485141055,1.0,-0.1183451065701931,easy,0,0,True,True,True,True
gpqa-diamond/164,gpqa-diamond,164,16,0,0.0,0.525,0.3665719574653795,0.0,1.0,0.525,0.03125,0.4582149468317243,0.2289172390007589,medium,0,0,True,True,True,True
gpqa-diamond/165,gpqa-diamond,165,16,0,0.0,0.8500000000000001,0.229128784747792,0.2,1.0,0.8500000000000001,-0.6000000000000001,0.916515138991168,0.0563437583823149,easy,0,0,True,True,True,True
gpqa-diamond/166,gpqa-diamond,166,16,0,0.0,0.825,0.2727178028658928,0.2,1.0,0.825,-0.7000000000000002,1.0908712114635717,0.2130216273862742,easy,0,0,True,True,True,True
gpqa-diamond/167,gpqa-diamond,167,16,0,0.0,0.025,0.0968245836551854,0.0,0.4,0.025,0.2581988897471611,1.0000000000000002,0.0666667247468071,frontier,0,0,True,True,True,True
gpqa-diamond/168,gpqa-diamond,168,16,0,0.0,0.9375,0.1536025715930563,0.4,1.0,0.9375,-0.4068942293855797,1.0,0.2311312603328047,easy,0,0,True,True,True,True
gpqa-diamond/169,gpqa-diamond,169,16,0,0.0,0.9625,0.1053268721647044,0.6,1.0,0.9625,-0.356034497458156,1.0,-0.0919275739797136,saturated,0,0,True,True,True,True
gpqa-diamond/17,gpqa-diamond,17,16,0,0.0,0.2,0.3605551275463989,0.0,1.0,0.2,1.0,1.8027756377319943,0.1432230560845736,hard,0,0,True,True,True,True
gpqa-diamond/170,gpqa-diamond,170,16,0,0.0,0.65,0.3041381265149109,0.2,1.0,0.65,-0.0833333333333332,0.5068968775248517,0.3820288675610065,medium,0,0,True,True,True,True
gpqa-diamond/171,gpqa-diamond,171,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0,True,True,False,True
gpqa-diamond/172,gpqa-diamond,172,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.2581988897471611,1.0000000000000002,-0.0666664559167817,saturated,0,0,True,True,True,True
gpqa-diamond/173,gpqa-diamond,173,16,0,0.0,0.8375,0.2934173648576375,0.0,1.0,0.8375,-0.8125,1.467086824288188,0.0329990445780605,easy,0,0,True,True,True,True
gpqa-diamond/174,gpqa-diamond,174,16,0,0.0,0.4625,0.3982383080518498,0.0,1.0,0.4625,-0.0441176470588235,0.4685156565315879,0.2998633052384134,medium,0,0,True,True,True,True
gpqa-diamond/175,gpqa-diamond,175,16,0,0.0,0.975,0.0661437827766147,0.8,1.0,0.975,-0.3779644730092272,1.0,-0.0975899797307988,saturated,0,0,True,True,True,True
gpqa-diamond/176,gpqa-diamond,176,16,0,0.0,0.8125,0.3276335605520289,0.0,1.0,0.8125,-0.9375,1.638167802760145,-0.1477632950612193,easy,0,0,True,True,True,True
gpqa-diamond/177,gpqa-diamond,177,16,0,0.0,0.95,0.1118033988749894,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.1154699123451147,easy,0,0,True,True,True,True
gpqa-diamond/178,gpqa-diamond,178,16,0,0.0,0.8,0.282842712474619,0.0,1.0,0.8,-0.5,0.7071067811865476,-0.1825740528871428,easy,0,0,True,True,True,True
gpqa-diamond/179,gpqa-diamond,179,16,0,0.0,0.925,0.1561249499599599,0.4,1.0,0.925,-1.4999999999999984,3.1224989991991965,0.2067246952038949,easy,0,0,True,True,True,True
gpqa-diamond/18,gpqa-diamond,18,16,0,0.0,0.75,0.3427827300200522,0.0,1.0,0.75,-0.625,0.8569568250501305,0.1129867628579163,easy,0,0,True,True,True,True
gpqa-diamond/180,gpqa-diamond,180,16,0,0.0,0.8625,0.2420614591379635,0.2,1.0,0.8625,-0.6875000000000001,1.210307295689818,0.0666667699746563,easy,0,0,True,True,True,True
gpqa-diamond/181,gpqa-diamond,181,16,0,0.0,0.975,0.0968245836551854,0.6,1.0,0.975,-0.2581988897471611,1.0000000000000002,-0.0666664559167817,saturated,0,0,True,True,True,True
gpqa-diamond/182,gpqa-diamond,182,16,0,0.0,0.8375,0.2471714991660648,0.2,1.0,0.8375,-0.6499999999999999,0.9886859966642596,0.2480960074995471,easy,0,0,True,True,True,True
gpqa-diamond/183,gpqa-diamond,183,16,0,0.0,0.7,0.291547594742265,0.2,1.0,0.7,1.3877787807814454e-16,0.7288689868556626,0.088561712094495,medium,0,0,True,True,True,True
gpqa-diamond/184,gpqa-diamond,184,16,0,0.0,0.975,0.0661437827766147,0.8,1.0,0.975,-0.3779644730092272,1.0,-0.0975899023226773,saturated,0,0,True,True,True,True
gpqa-diamond/185,gpqa-diamond,185,16,0,0.0,0.5375,0.4284784125250652,0.0,1.0,0.5375,-0.0624999999999999,0.4284784125250652,-0.0376620069669617,medium,0,0,True,True,True,True
gpqa-diamond/186,gpqa-diamond,186,16,0,0.0,0.6000000000000001,0.3807886552931954,0.0,1.0,0.6000000000000001,4.163336342344337e-17,0.5858287004510699,0.4068382582108727,medium,0,0,True,True,True,True
gpqa-diamond/187,gpqa-diamond,187,16,0,0.0,0.925,0.1391941090707505,0.6,1.0,0.925,-1.499999999999999,2.7838821814150085,-0.1391214958282218,easy,0,0,True,True,True,True
gpqa-diamond/188,gpqa-diamond,188,16,0,0.0,0.8999999999999999,0.2345207879911715,0.2,1.0,0.8999999999999999,-0.4264014327112209,1.0,0.5504819398619094,easy,0,0,True,True,True,True
gpqa-diamond/189,gpqa-diamond,189,16,0,0.0,0.9375,0.1165922381636101,0.6,1.0,0.9375,-1.249999999999999,2.3318447632722017,0.3045001930132756,easy,0,0,True,True,True,True
gpqa-diamond/19,gpqa-diamond,19,16,0,0.0,0.9625,0.1053268721647044,0.6,1.0,0.9625,-0.356034497458156,1.0,0.3983534595802132,saturated,0,0,True,True,True,True
gpqa-diamond/190,gpqa-diamond,190,16,0,0.0,0.9375,0.1536025715930563,0.4,1.0,0.9375,-0.4068942293855797,1.0,-0.1050594271305901,easy,0,0,True,True,True,True
gpqa-diamond/191,gpqa-diamond,191,16,0,0.0,0.9625,0.0780624749799799,0.8,1.0,0.9625,-0.4803844614152615,1.0000000000000002,-0.1240345805321437,saturated,0,0,True,True,True,True
gpqa-diamond/192,gpqa-diamond,192,16,0,0.0,0.775,0.3864906208435076,0.0,1.0,0.775,-0.9,1.5459624833740309,0.1169107053521863,easy,0,0,True,True,True,True
gpqa-diamond/193,gpqa-diamond,193,16,0,0.0,0.975,0.0661437827766147,0.8,1.0,0.975,-0.3779644730092272,1.0,-0.0975899797307988,saturated,0,0,True,True,True,True
gpqa-diamond/194,gpqa-diamond,194,16,0,0.0,0.9125,0.2117634293262177,0.2,1.0,0.9125,-0.4131969352706687,1.0,0.1371690247226282,easy,0,0,True,True,True,True
gpqa-diamond/195,gpqa-diamond,195,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0,True,True,False,True
gpqa-diamond/196,gpqa-diamond,196,16,0,0.0,0.85,0.2179449471770336,0.4,1.0,0.85,-0.6,0.8717797887081347,-0.1777044737740143,easy,0,0,True,True,True,True
gpqa-diamond/197,gpqa-diamond,197,16,0,0.0,0.9125,0.1727534370135656,0.4,1.0,0.9125,-1.7499999999999982,3.4550687402713103,-0.1307782059644299,easy,0,0,True,True,True,True
gpqa-diamond/2,gpqa-diamond,2,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.2581988897471611,1.0000000000000002,-0.0666665679639162,saturated,0,0,True,True,True,True
gpqa-diamond/20,gpqa-diamond,20,16,0,0.0,0.9125,0.186664806538351,0.4,1.0,0.9125,-0.4687546711276975,1.0,-0.1210316972796182,easy,0,0,True,True,True,True
gpqa-diamond/21,gpqa-diamond,21,16,0,0.0,0.6625,0.3789376597806029,0.0,1.0,0.6625,-0.171875,0.4736720747257537,0.3151364187625631,medium,0,0,True,True,True,True
gpqa-diamond/22,gpqa-diamond,22,16,0,0.0,0.8250000000000001,0.2727178028658928,0.0,1.0,0.8250000000000001,-0.4375,0.6817945071647321,0.2130216378110625,easy,0,0,True,True,True,True
gpqa-diamond/23,gpqa-diamond,23,16,0,0.0,0.9,0.187082869338697,0.4,1.0,0.9,-1.9999999999999984,3.741657386773938,-0.1380129612157373,easy,0,0,True,True,True,True
gpqa-diamond/24,gpqa-diamond,24,16,0,0.0,0.6625,0.4226035376094241,0.0,1.0,0.6625,-0.421875,0.5282544220117802,0.4047690404148399,medium,0,0,True,True,True,True
gpqa-diamond/25,gpqa-diamond,25,16,0,0.0,0.7375,0.3218598297395933,0.0,1.0,0.7375,-0.3611111111111112,0.7152440660879852,0.1103039606859237,easy,0,0,True,True,True,True
gpqa-diamond/26,gpqa-diamond,26,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.2581988897471611,1.0000000000000002,-0.0666664559167817,saturated,0,0,True,True,True,True
gpqa-diamond/27,gpqa-diamond,27,16,0,0.0,0.4874999999999999,0.3870965641800505,0.0,1.0,0.4874999999999999,0.1249999999999999,0.5529950916857864,-0.0750389920916093,medium,0,0,True,True,True,True
gpqa-diamond/28,gpqa-diamond,28,16,0,0.0,0.8625,0.2204399011068549,0.4,1.0,0.8625,-0.55,0.8817596044274199,0.073205763023975,easy,0,0,True,True,True,True
gpqa-diamond/29,gpqa-diamond,29,16,0,0.0,0.55,0.3708099243547831,0.0,1.0,0.55,0.1874999999999999,0.4635124054434789,0.3829709799711919,medium,0,0,True,True,True,True
gpqa-diamond/3,gpqa-diamond,3,16,0,0.0,0.95,0.0866025403784438,0.8,1.0,0.95,-0.9999999999999988,1.7320508075688752,-0.1490712184564693,easy,0,0,True,True,True,True
gpqa-diamond/30,gpqa-diamond,30,16,0,0.0,0.5875,0.4090767042988393,0.0,1.0,0.5875,-0.265625,0.5113458803735491,0.3708153473985112,medium,0,0,True,True,True,True
gpqa-diamond/31,gpqa-diamond,31,16,0,0.0,0.95,0.1322875655532295,0.6,1.0,0.95,-0.3779644730092272,1.0,-0.0975899797307988,easy,0,0,True,True,True,True
gpqa-diamond/32,gpqa-diamond,32,16,0,0.0,0.425,0.3230711995830022,0.0,1.0,0.425,0.0416666666666666,0.5384519993050034,0.1798204197611633,medium,0,0,True,True,True,True
gpqa-diamond/33,gpqa-diamond,33,16,0,0.0,0.7375,0.3059309562630104,0.0,1.0,0.7375,-0.3611111111111112,0.6798465694733565,0.2848426065861786,easy,0,0,True,True,True,True
gpqa-diamond/34,gpqa-diamond,34,16,0,0.0,0.8625,0.2420614591379635,0.2,1.0,0.8625,-0.6875000000000001,1.210307295689818,0.4933334281743248,easy,0,0,True,True,True,True
gpqa-diamond/35,gpqa-diamond,35,16,0,0.0,0.9,0.1999999999999999,0.2,1.0,0.9,-0.5,1.0000000000000002,0.1290995237714883,easy,0,0,True,True,True,True
gpqa-diamond/36,gpqa-diamond,36,16,0,0.0,0.725,0.3799671038392666,0.0,1.0,0.725,-0.55,0.7599342076785333,0.3567532259356399,easy,0,0,True,True,True,True
gpqa-diamond/37,gpqa-diamond,37,16,0,0.0,0.875,0.1984313483298443,0.4,1.0,0.875,-0.5,0.7937253933193772,0.0975901749466039,easy,0,0,True,True,True,True
gpqa-diamond/38,gpqa-diamond,38,16,0,0.0,0.95,0.1118033988749894,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.1154699269106013,easy,0,0,True,True,True,True
gpqa-diamond/39,gpqa-diamond,39,16,0,0.0,0.8999999999999999,0.1999999999999999,0.2,1.0,0.8999999999999999,-0.5,1.0000000000000002,0.1290995996465847,easy,0,0,True,True,True,True
gpqa-diamond/4,gpqa-diamond,4,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.2581988897471611,1.0000000000000002,-0.0666666219501211,saturated,0,0,True,True,True,True
gpqa-diamond/40,gpqa-diamond,40,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.2581988897471611,1.0000000000000002,-0.0666666737235443,saturated,0,0,True,True,True,True
gpqa-diamond/41,gpqa-diamond,41,16,0,0.0,0.95,0.1118033988749894,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.1154699754284337,easy,0,0,True,True,True,True
gpqa-diamond/42,gpqa-diamond,42,16,0,0.0,0.5375,0.3655047879303361,0.0,1.0,0.5375,-0.096153846153846,0.5623150583543631,-0.1854343979505914,medium,0,0,True,True,True,True
gpqa-diamond/43,gpqa-diamond,43,16,0,0.0,0.95,0.0866025403784438,0.8,1.0,0.95,-0.9999999999999988,1.7320508075688752,-0.1490710065965687,easy,0,0,True,True,True,True
gpqa-diamond/44,gpqa-diamond,44,16,0,0.0,0.975,0.0661437827766147,0.8,1.0,0.975,-0.3779644730092272,1.0,-0.0975898203125722,saturated,0,0,True,True,True,True
gpqa-diamond/45,gpqa-diamond,45,16,0,0.0,0.875,0.1854049621773915,0.4,1.0,0.875,-0.6250000000000001,0.927024810886958,0.1044467579087632,easy,0,0,True,True,True,True
gpqa-diamond/46,gpqa-diamond,46,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0,True,True,False,True
gpqa-diamond/47,gpqa-diamond,47,16,0,0.0,0.675,0.373329613076702,0.0,1.0,0.675,-0.2500000000000001,0.746659226153404,0.4668376487280999,medium,0,0,True,True,True,True
gpqa-diamond/48,gpqa-diamond,48,16,0,0.0,0.5249999999999999,0.3455068740271313,0.0,1.0,0.5249999999999999,-0.1249999999999999,0.5758447900452188,-0.2055086931665582,medium,0,0,True,True,True,True
gpqa-diamond/49,gpqa-diamond,49,16,0,0.0,0.9625,0.0780624749799799,0.8,1.0,0.9625,-0.4803844614152615,1.0000000000000002,-0.1240345805321437,saturated,0,0,True,True,True,True
gpqa-diamond/5,gpqa-diamond,5,16,0,0.0,0.9625,0.1053268721647044,0.6,1.0,0.9625,-0.356034497458156,1.0,-0.0919275739797136,saturated,0,0,True,True,True,True
gpqa-diamond/50,gpqa-diamond,50,16,0,0.0,0.95,0.0866025403784438,0.8,1.0,0.95,-0.9999999999999988,1.7320508075688752,0.447213640648365,easy,0,0,True,True,True,True
gpqa-diamond/51,gpqa-diamond,51,16,0,0.0,0.8875,0.2117634293262177,0.2,1.0,0.8875,-0.5625000000000001,1.0588171466310887,-0.1371689925163892,easy,0,0,True,True,True,True
gpqa-diamond/52,gpqa-diamond,52,16,0,0.0,0.9125,0.140867845869808,0.6,1.0,0.9125,-0.4375,0.7043392293490405,-0.1603801159296878,easy,0,0,True,True,True,True
gpqa-diamond/53,gpqa-diamond,53,16,0,0.0,0.6125,0.2869560070812249,0.2,1.0,0.6125,0.0277777777777778,0.6376800157360553,0.1912046072812029,medium,0,0,True,True,True,True
gpqa-diamond/54,gpqa-diamond,54,16,0,0.0,0.9625,0.1053268721647044,0.6,1.0,0.9625,-0.356034497458156,1.0,0.3983534595802132,saturated,0,0,True,True,True,True
gpqa-diamond/55,gpqa-diamond,55,16,0,0.0,0.9125,0.1727534370135656,0.4,1.0,0.9125,-1.7499999999999984,3.4550687402713103,-0.1307782355185735,easy,0,0,True,True,True,True
gpqa-diamond/56,gpqa-diamond,56,16,0,0.0,0.7875,0.3568525605905049,0.0,1.0,0.7875,-0.7083333333333334,1.1895085353016834,0.2803737564206838,easy,0,0,True,True,True,True
gpqa-diamond/57,gpqa-diamond,57,16,0,0.0,0.9,0.264575131106459,0.2,1.0,0.9,-0.3779644730092273,1.0000000000000002,0.6831300837931077,easy,0,0,True,True,True,True
gpqa-diamond/58,gpqa-diamond,58,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.2581988897471611,1.0000000000000002,-0.0666666737235443,saturated,0,0,True,True,True,True
gpqa-diamond/59,gpqa-diamond,59,16,0,0.0,0.975,0.0661437827766147,0.8,1.0,0.975,-0.3779644730092272,1.0,-0.0975898582068378,saturated,0,0,True,True,True,True
gpqa-diamond/6,gpqa-diamond,6,16,0,0.0,0.9125,0.1727534370135656,0.4,1.0,0.9125,-1.7499999999999984,3.4550687402713103,-0.130778271705756,easy,0,0,True,True,True,True
gpqa-diamond/60,gpqa-diamond,60,16,0,0.0,0.95,0.0866025403784438,0.8,1.0,0.95,-0.9999999999999988,1.7320508075688752,-0.149071063412468,easy,0,0,True,True,True,True
gpqa-diamond/61,gpqa-diamond,61,16,0,0.0,0.8375,0.2934173648576375,0.0,1.0,0.8375,-0.8125000000000001,1.467086824288188,0.0329991709751646,easy,0,0,True,True,True,True
gpqa-diamond/62,gpqa-diamond,62,16,0,0.0,0.925,0.171391365010026,0.4,1.0,0.925,-0.4375949744936837,1.0000000000000002,-0.1129864577616107,easy,0,0,True,True,True,True
gpqa-diamond/63,gpqa-diamond,63,16,0,0.0,0.75,0.3354101966249684,0.2,1.0,0.75,-0.4166666666666668,0.5590169943749476,0.2694303098299102,easy,0,0,True,True,True,True
gpqa-diamond/64,gpqa-diamond,64,16,0,0.0,0.8,0.291547594742265,0.2,1.0,0.8,-0.5,0.7288689868556626,-0.1771228763013555,easy,0,0,True,True,True,True
gpqa-diamond/65,gpqa-diamond,65,16,0,0.0,0.875,0.2106537443294089,0.2,1.0,0.875,-0.625,1.053268721647045,-0.1532127624714615,easy,0,0,True,True,True,True
gpqa-diamond/66,gpqa-diamond,66,16,0,0.0,0.9625,0.1053268721647044,0.6,1.0,0.9625,-0.356034497458156,1.0,-0.0919276978891619,saturated,0,0,True,True,True,True
gpqa-diamond/67,gpqa-diamond,67,16,0,0.0,0.9375,0.1690968657308585,0.4,1.0,0.9375,-0.3696106354772864,0.9999999999999998,-0.0954330213528052,easy,0,0,True,True,True,True
gpqa-diamond/68,gpqa-diamond,68,16,0,0.0,0.925,0.1561249499599599,0.4,1.0,0.925,-1.4999999999999984,3.122498999199196,-0.1240347224199518,easy,0,0,True,True,True,True
gpqa-diamond/69,gpqa-diamond,69,16,0,0.0,0.5125,0.186664806538351,0.2,1.0,0.5125,-0.4375,0.933324032691755,0.1556126553604718,medium,0,0,True,True,True,True
gpqa-diamond/7,gpqa-diamond,7,16,0,0.0,0.7875,0.2781074432660873,0.2,1.0,0.7875,-0.4722222222222222,0.6180165405913054,-0.1972878400543806,easy,0,0,True,True,True,True
gpqa-diamond/70,gpqa-diamond,70,16,0,0.0,0.975,0.0968245836551854,0.6,1.0,0.975,-0.2581988897471611,1.0000000000000002,-0.0666666219501211,saturated,0,0,True,True,True,True
gpqa-diamond/71,gpqa-diamond,71,16,0,0.0,0.5,0.4183300132670378,0.0,1.0,0.5,-0.1176470588235295,0.4921529567847502,0.3086068410375898,medium,0,0,True,True,True,True
gpqa-diamond/72,gpqa-diamond,72,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0,True,True,False,True
gpqa-diamond/73,gpqa-diamond,73,16,0,0.0,0.975,0.0968245836551854,0.6,1.0,0.975,-0.2581988897471611,1.0000000000000002,-0.0666666219501211,saturated,0,0,True,True,True,True
gpqa-diamond/74,gpqa-diamond,74,16,0,0.0,0.9625,0.0780624749799799,0.8,1.0,0.9625,-0.4803844614152615,1.0000000000000002,-0.1240345149428067,saturated,0,0,True,True,True,True
gpqa-diamond/75,gpqa-diamond,75,16,0,0.0,0.5375,0.3789376597806029,0.0,1.0,0.5375,-0.0892857142857142,0.5413395139722899,0.0936891897562318,medium,0,0,True,True,True,True
gpqa-diamond/76,gpqa-diamond,76,16,0,0.0,0.1125,0.1727534370135656,0.0,0.6,0.1125,0.5625,0.8637671850678282,0.1681436244613471,hard,0,0,True,True,True,True
gpqa-diamond/77,gpqa-diamond,77,16,0,0.0,0.975,0.0968245836551854,0.6,1.0,0.975,-0.2581988897471611,1.0000000000000002,-0.0666666737235443,saturated,0,0,True,True,True,True
gpqa-diamond/78,gpqa-diamond,78,16,0,0.0,0.8374999999999999,0.2368411915187052,0.4,1.0,0.8374999999999999,-0.6499999999999999,0.9473647660748208,0.0408818500924056,easy,0,0,True,True,True,True
gpqa-diamond/79,gpqa-diamond,79,16,0,0.0,0.6125,0.3276335605520289,0.0,1.0,0.6125,-0.1944444444444442,0.7280745790045086,0.1674654861153518,medium,0,0,True,True,True,True
gpqa-diamond/8,gpqa-diamond,8,16,0,0.0,0.475,0.3665719574653795,0.0,1.0,0.475,0.2692307692307691,0.5639568576390452,0.3345714085913372,medium,0,0,True,True,True,True
gpqa-diamond/80,gpqa-diamond,80,16,0,0.0,0.7875000000000001,0.2496873044429772,0.2,1.0,0.7875000000000001,-0.28125,0.624218261107443,-0.2197437488269127,easy,0,0,True,True,True,True
gpqa-diamond/81,gpqa-diamond,81,16,0,0.0,0.25,0.3570714214271425,0.0,1.0,0.25,0.625,0.8926785535678563,0.1807754793143668,hard,0,0,True,True,True,True
gpqa-diamond/82,gpqa-diamond,82,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0,True,True,False,True
gpqa-diamond/83,gpqa-diamond,83,16,0,0.0,0.9375,0.1165922381636101,0.6,1.0,0.9375,-1.249999999999999,2.3318447632722017,-0.1384089479749413,easy,0,0,True,True,True,True
gpqa-diamond/84,gpqa-diamond,84,16,0,0.0,0.9,0.2121320343559642,0.2,1.0,0.9,-1.9999999999999984,4.242640687119282,-0.1217160269786502,easy,0,0,True,True,True,True
gpqa-diamond/85,gpqa-diamond,85,16,0,0.0,0.425,0.4683748498798799,0.0,1.0,0.425,0.325,0.4683748498798799,0.2342879776909527,medium,0,0,True,True,True,True
gpqa-diamond/86,gpqa-diamond,86,16,0,0.0,0.925,0.171391365010026,0.4,1.0,0.925,-0.4375949744936837,1.0000000000000002,-0.1129864577616107,easy,0,0,True,True,True,True
gpqa-diamond/87,gpqa-diamond,87,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,saturated,0,0,True,True,False,True
gpqa-diamond/88,gpqa-diamond,88,16,0,0.0,0.4125,0.3772847068196642,0.0,1.0,0.4125,0.173076923076923,0.5804380104917911,0.282298951965027,medium,0,0,True,True,True,True
gpqa-diamond/89,gpqa-diamond,89,16,0,0.0,0.5,0.4301162633521313,0.0,1.0,0.5,-0.2352941176470587,0.5060191333554486,0.300150173474333,medium,0,0,True,True,True,True
gpqa-diamond/9,gpqa-diamond,9,16,0,0.0,0.95,0.1118033988749894,0.6,1.0,0.95,-0.4472135954999579,1.0,-0.1154699285668898,easy,0,0,True,True,True,True
gpqa-diamond/90,gpqa-diamond,90,16,0,0.0,0.3875,0.3351771919447981,0.0,1.0,0.3875,-0.0208333333333333,0.55862865324133,-0.0096291163941109,medium,0,0,True,True,True,True
gpqa-diamond/91,gpqa-diamond,91,16,0,0.0,0.75,0.3354101966249684,0.0,1.0,0.75,-0.5000000000000001,1.1180339887498951,-0.1924500154315877,easy,0,0,True,True,True,True
gpqa-diamond/92,gpqa-diamond,92,16,0,0.0,0.675,0.4115519408288582,0.0,1.0,0.675,-0.4090909090909091,0.7482762560524694,0.4234806165852832,medium,0,0,True,True,True,True
gpqa-diamond/93,gpqa-diamond,93,16,0,0.0,0.55,0.4153311931459037,0.0,1.0,0.55,-0.0588235294117646,0.4886249331128279,0.2175846316689251,medium,0,0,True,True,True,True
gpqa-diamond/94,gpqa-diamond,94,16,0,0.0,0.4,0.3464101615137754,0.0,1.0,0.4,0.1999999999999999,0.6928203230275509,0.1490712649084279,medium,0,0,True,True,True,True
gpqa-diamond/95,gpqa-diamond,95,16,0,0.0,0.9875,0.0484122918275927,0.8,1.0,0.9875,-0.2581988897471611,1.0000000000000002,-0.0666666737235443,saturated,0,0,True,True,True,True
gpqa-diamond/96,gpqa-diamond,96,16,0,0.0,0.9625,0.1053268721647044,0.6,1.0,0.9625,-0.356034497458156,1.0,-0.0919275739797136,saturated,0,0,True,True,True,True
gpqa-diamond/97,gpqa-diamond,97,16,0,0.0,0.5249999999999999,0.4520785330006281,0.0,1.0,0.5249999999999999,-0.175,0.452078533000628,0.2998472393050574,medium,0,0,True,True,True,True
gpqa-diamond/98,gpqa-diamond,98,16,0,0.0,0.675,0.3992179855667828,0.0,1.0,0.675,-0.5416666666666667,0.6653633092779714,0.0485073242759203,medium,0,0,True,True,True,True
gpqa-diamond/99,gpqa-diamond,99,16,0,0.0,0.7875,0.2955397604384222,0.0,1.0,0.7875,-0.53125,0.7388494010960556,-0.1856508857454522,easy,0,0,True,True,True,True
gso/gso-abetlen--llama-cpp-python-218d361,gso,gso-abetlen--llama-cpp-python-218d361,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,True
gso/gso-abetlen--llama-cpp-python-2bc1d97,gso,gso-abetlen--llama-cpp-python-2bc1d97,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,True
